Card   1: 33 13 28 76 16 91 52 41 38 64 | 52 10  7 61 12 70 84 38 16 40  5 49 33 11 31 43 71 28 72 23 98 47 14 44 90
Card   2: 96 34 61 84 30 70 67 52 94 43 |  6 11 59 96 25 36 67 84 43 40 55 93 45 12 30 44 15 69 65 78 82 13 54  7 88
Card   3: 72 40 28 93 22 20  2 79 99 87 | 66 95 26 57 75 45 31 25  5 94 55 34 30 67 70 69 83 59 89 85 92 51 84 80 64
Card   4: 62 38 16 54 39 36 60 73 91 89 |  2 69  5 49 23 90 78 91 45 14 29 50 58 12 30  3 38 72 27 19 95 80 56 24 16
Card   5: 94 53 56 21 41 99 42 74 66 84 |  5  3 99 38 67 84 66 45 24 76 90 17 28 42 77 16 23 11 41 91 94 56 74 21 40
Card   6: 93 94 55 89 11 64  8 86 23 35 | 76 24 36 87 53 88 39 67 43 63 17 16 59 30 94 41 99 51 86 28 47 23 19 11  7
Card   7: 77 18 37 68 43 13 44 51 12 56 | 48 77 69 11 44 68 78 43 46 72 34 70 35 13 86 14 18 56 52 51 12  9 32 94 54
Card   8: 90 20 74 33 84 40 78 94 96 31 | 55 31 65 13 64 33 78 34 18 74 29 37 49 14 32 52 84 26 90 25 86 38 96 82 40
Card   9: 14 51 88 15 91 83 75 37 74 40 | 33 21 97 57 14 12 20 67 91 74 88 83 55 37 36 51 30 13 80 78 71 54 85 98 44
Card  10: 20 92 44 28 91 39 10 80 33 75 | 18 94 44 46 84 65 41 54 30 91 15 32 49 51 27 31  3 76 19 13 22 23 33 47 74
Card  11: 73 23 16  6 74 39 47 85  9 88 | 18 81 17 27  8 11 30 63 72 80 10 20 65 64 36  4 46 94 87 70 32 41  2 58 61
Card  12: 98 92 96 88 49 10 51  4 15  3 | 20 92  4 80 36 39 51 91 97 78 64 13 93 35 81 31  1 89 43 50 74 61 68 46 32
Card  13: 56  1 75 69 25  9 66 55 20 64 | 46 64 89 27 81 84 36  8 61 55 24 70 41 50 91 47 62 38 82 37 28  7 58 76 99
Card  14: 11  7 98 56 12 70 37 42 89 51 | 56 64 27 54  8 61 41  3 84 71  9 91 58 23 42 67 49 89 52 81 98 62 14 83 24
Card  15: 19 66 30 63 59 71 48 97 82 80 | 74 84 77 23 53 56 46 42 87 82 29 86 59 81 21 17 14  1 88 99 13 35 12  4 69
Card  16: 94 33 97 22 56 60  9 40 28 21 | 50 79 54 31 34 51 43 23  7 76 27 89 62 36 57 55 88 18  6 73 95 19 32 20 52
Card  17: 60 98 64 76 13 37 74 58 69 89 | 97 25 92 72 86 32 47 27  9 56 23 21 28 24 79 55 51 65 53 77  7 52 17 66 70
Card  18: 13 59 31  4 33 46 54 73 10 82 | 89 23 56 21 42 60 36 79 77 88 17 97 81 69 22 74 40 96 99 85 87 35 16 43 37
Card  19:  9  1 48 52 32 35 99 87 33 86 | 52 15 98 23 87 32  5  9 22 86 95 91 99 35 19 72 71 13 33 82 81 48 78 14  1
Card  20:  6 96 29 97 37 85 57 55 59 39 | 72 50 62 39 90 12 57 41 97 55 32  6 37 15 86  4 68 19 85 65 56 59 96 40 29
Card  21: 64 33 77 32 88 43 46 23  3 37 | 60 27 99 47 13 63 51 85 40 35 18 16 29 69 86 84 82 21 56  4 34 49 55  2 72
Card  22: 25  9 84 23 27 73 42 60 54  6 | 60 58 36 40 17 77 69 46 82 51 67 14 50 23 92 45 27 25 55 37 73 84 16 68 54
Card  23: 74 41 95 46 52 69 31 86 14 21 | 63 75 58 36 46 40 43 68 20 55 31 35 21 74 30 69 45 41 79 64 23 14 78 56 86
Card  24: 36 90  7 26 85 88 79 24 25  2 | 73 25 77 96 89 79 36 31 53 10 69 92 94 88 24 62 19 99 26 90  2 76 12  7 85
Card  25: 94 44 48 92  6 84 83 45 90 62 |  4 94 69 92 64 50 67 62 14 17 93 90 44 23  6 43 84 16 83 34 68 72 48 73 45
Card  26: 60 70 34 33 19 65 86 20 79 81 |  4 32  2 85 65 34  7 39 40 19 86 35 82  6 74 60 18 81 33 49 70 63 76 22 75
Card  27: 19 60 53 18 90 25 95 54 76 71 | 90 23 55  7 21 66 41 20 44 50 39  6 85 71 56  1 13 77 54 59 40 94 64 98 62
Card  28: 67 95 69 49 31 74 72 90 85 62 | 23 11  3 63  6 31 19 92 91 42 64 27 62 72 46 59 69 35 13 33 95 99 89 77 67
Card  29: 50 86 70 98  8 14 39 52 36 99 | 73 70 36  4 62 65 33 25 89 85 55 40 86 84 39 14 98 90 23 17 48 10 52 37 16
Card  30: 56 20 33 85  1 28 62 83 59 18 | 78 29 77 25 90 93 31 16 54 60  8 67 15 84 35 37 65 53  6 27 45 30 74 86 26
Card  31: 36 44 32 69 71 58 96 99 33  3 | 44 71 22 64 31 34 59 99 69 48 40 32 33 96 19 47  7 97 50 60 63 58 55 37 36
Card  32: 22 91 14 28 21  5 68 27 19 63 | 25 64 78 74 21 23 41 28 83  6 38 67 18 54 12 39 79 40 55 69  9 93 35 33 42
Card  33: 88 61  8 49 27 64 80 16 54 31 | 82 95 31 62 65 24  2 28 76 61 71 10 87 52 38  7 91 53 54 77 37 51 49 41 67
Card  34: 82  2  1  3 81 63 33 77 95 86 | 82  3 90 20  7 80 14 18 59 11 29  6 28 35 60 27 16 52 77 47 73 24 37 53 26
Card  35: 32 76 51 90 36 81 11 77  2 16 | 37  6 72 41 27 88 35 38 25 42 82 74 44 29 17 15 23 98 13 56 83 21 20 84 95
Card  36: 70 89 99 47 59 93 61  2 43  6 | 74 10 46 23 41 51 76 22 54 21 59  2 99 30 73 53  8  4 40 81 86 42 29 82 36
Card  37: 31 10 87  7 54 92 36 15 20 90 | 20 69  2 37 26 74 54  3 32  4 41 97 81 44 72 49 85 89 98 36 42 80 77 28 78
Card  38:  7 62 76 88 98 44 90 20 96 42 | 77 70 87 37 34 80 49 48 33 97 69 93 24 78 28 30 43 13  9 98 12 11  6 26  3
Card  39: 79 66 24 89 21 81 87 60 30 50 | 62 95 34 97 86 53 85 31 57 36 49 88 76 84  5 69 55 64 20 43 33 83 39 12 80
Card  40: 12 78 89 88 25 57 11 53 59 63 | 42  4 73 80 91 74 32 18  1 71 76 79 90 72 16 14  6 48 58 47 15 17 27 54 56
Card  41: 91 49 45 37 21 35 15 11 90 16 | 29 11 21 70 35 51 77 45 85 16 27 34 24 60 50 66 20 91 71 49 90 98 15 37 61
Card  42: 15 29 77 52 20  9  5 95  7  3 |  3 76 45 32 30 36 91 52 46 77 26 65 15 19 95 60 20  5 61  2 29 70  9 40  7
Card  43: 16 43 22 68 38 67 11 88 57 78 | 73  7  9 34 59 50  8 19 91 53 71 18  5 42 39 82 95 55 37 90  3 77 60 45 65
Card  44: 67 14 56 23 29 72 48  7 70 27 |  8 74  3 30 78 83 27 69 67 23 49 89 98 64 70 62 66 59 20 68 41 95 45 28 51
Card  45:  7 85 81 89 72 20 87 99 98 67 | 71 10 67  7  4 85 45 49 16 87 31 72 52 98 99 89 20 83 22 30  1 94 14 35 81
Card  46:  7 81 22 85 36 82 91 39 54 18 | 54 91 86 14  8 15 38 85 78 73 22 33 60 82 63 53 79  7 48 39 18 81 36 70 61
Card  47: 87 72 78 34 89 30 73 88 98 20 | 15 55 60 53 36 34 78 21 12 89 79 73 87 91 42  1 52 88  7 86 20 30 98 85 72
Card  48: 55 71 88 40 92  8 84 33 77 59 | 69  7 13 75 96 98 91 77 36 16 86 10 60 88 61 44 25  9 56 82 94 39 28 63 73
Card  49: 19 77 18 95 53 30 36 40 52 44 | 87 74 12 61 56 86 44 40 18 93 38  6 72 78 19 77  2 97 53 48 30 52 95 36 47
Card  50: 25 19 43 59 11 28 77 35 42 54 | 54 72 85 11 52 89 44 26 43 25 45 77  8 42 55 83 70 53 66 79 28 98 71 59 19
Card  51: 88 28 31 70  1  3 52 48 54 58 | 54 26 18 46 80 62 91 70 42 81 44 48 28  2 79 88  8 58 45 31 93 10 52  3  1
Card  52: 77  2 81 93 60 67 74 47 42 33 | 58 81 72 38 71 17 61 98 11 89 25 86  3 30 59 90 54 10 41 16 19  4 21 14 84
Card  53: 54 94 41 42 38 97 72 46 98  5 | 38  6 98 34  5 54 78 41 97 84 72 74 12 94 33 53 63 47 46 10 29 42 70 32  8
Card  54: 75 14 23  2 55 89  1 82 38 30 | 36 33  6 53 91 49 61 59 87 77 74 66 28 44 50 12 45 51 69 43 32 60 48 96 72
Card  55: 30  7 65  3 35 17 29 38 15 10 | 97 49 50 23 22 18 41 34 62 44 32 40 95  3 30 19 35 70 75 16 52 89 73 59 10
Card  56: 55 75 40 65 99 54 17 52 43 10 | 11 18 81 35 15 51 90 58 76 75 96 60 43 99 65 17  5 20 64  3 86 40 54 14 13
Card  57: 73 14 67 43 42  8 81 78 49 85 | 77 58 89 61 40 91 29 46 12 82 54  3 90 79 50 59 26 66 52 60 17  7 84 14 64
Card  58: 49 19 12 46 98  1 93 63  5 42 | 39 31 23 54  9 34 88 63 35 13 44 94 69 70 62 36 84 92 59 22  2 48 67 74 19
Card  59: 18 24 88 94 70 52 37 95  7 10 | 22 74  7 10 32 56 62 93  1 50 48 53 42 94 84 65 75 83 70 90 15 51 34 45 71
Card  60: 14 30 90 41 60 65 62  6 54  8 | 62 20 22 96 13 36 47 68 77 34 80  3 37 98 42  9 60 84 91 31 44 51 32 21 23
Card  61: 28 89 60  3 82 29 57 81 76 96 | 67 35 12 99 37 92 84 89 11 24 50 72 49 87 39 42 59 98  4 51  7 79 77 33  9
Card  62: 11 98 14 64 18  3 82 15 90  7 | 81 13 94  9 38 35 50  6 19 34 54 92 51 86 65 56 39 42 40  7 62  2 73 90 59
Card  63: 72 40 30 14 13 24 27 29 80 82 | 94 51 31 60 78 17 39 44 29  9 62 73 58 99 57 84 45 52  8 50 76 38 11 67 43
Card  64: 32 48 87 80 37 14 33  9 86  3 | 92 79 71 57 70 25 34 45 42 89 72 44 68 58 43 27 50  4 93 28 82 90 16 13  2
Card  65: 38 72 21 28 84 78 11 48 30 75 | 58 75 68 18 11 81 84 48 14 21 64 85 30 78 72 20 38 28 25  1 74 95 88 60 47
Card  66: 84  2 78 28 32 30 98 29 94 11 | 55 96 13 24 30 41  2 98  9 34 60 66 75 28 73 51 72 47 92 77 53  4 25 58 84
Card  67: 77 30 96 14 62 81 91 65  6 12 | 67 95 54 30 18 94 81 92 14 91 86  1 65  6 12 77 48 37 55 87 70 24 32 96 62
Card  68: 73 27 60 15 56 98 94 17 67 88 | 98 87 94 71 85 21 15 88 73 70 56 34 10 30 17  8 22 61 78 25 27 95 67 60 29
Card  69: 47 58 70 23 38 89 82 19 90 54 | 38 45 23 53 97 35 89 90 70 58 54  1  6 19 82  3 78 28 18 86 93 47 62 61  5
Card  70: 58 33  3 23 84 59 14 55 79 82 | 59 84 33 40 61 44 55 18 74 86 22 49 81 82 37 97 41 77 79 63 42 36  3 34 91
Card  71: 17 65 87 56 52 91 38 15 67 84 | 70 15 91 11 88 54 56 84 87 71 17 47 85 60 83  6 65 52 80 38 61 19 50 67 75
Card  72: 18 88 83 23 79 63 11 99 56 15 | 94  2 52 83 17 58 79 29  4 42 61 11 74 56  9 63 88 49 46 68 37 85 21 90 73
Card  73: 66 42 17 10 75 54 51 49 47 13 |  2 21 89 10 49 60 92 69 19 51 74  1 96  3 29 43  5 87 35 54 53 63 24 33 50
Card  74: 56  3 37 77 31 91 62 26 51 84 | 36 33 96 38 21 11 91 47 75 98 66 87 62 83 95 64 16 29 14 69 45 57 89 92 56
Card  75: 93 19 88 42 44  2 79 99 31 87 | 20 91 53 42 49 88 22 44 50 38 35  2 55 99 87 27  3 59 19 97 31 79 93  1  9
Card  76: 71 50 29 85  8 42 19 27 64 20 | 68 22 46 49 94 76 29  8 75  9 16 89 57 23 90 85 39 64 83 34 55 51 35 19 62
Card  77:  5 57 91 52 90 44 36 84 65 83 | 36 44 31 57 92 42 19 17 73 95  5 86 13 93 25  4 83 88  2  3 46 33 20 22 74
Card  78:  8 83 72 20 95 78 58 63  4 79 |  2 44 61 62 36 93 82 16 54 80 75 88 25 76 24 41 55 43 89 40 45 52  5 81 15
Card  79: 44 76 31 26 16 84 57 80 12 28 | 65 33 94 23 29 87  4 61 40 85 55  3 62 15 54  1 66 81 76 59 84 79 28 37 34
Card  80:  8 45 69 98 12 24 79 72 67  5 | 37 33  5 71 67 45 72 79 97 87 69 11 85 55 64 75 98 86 54 88 80 12 36 22 94
